Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1766,14568,0,270,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,,3969,3969,32705,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1767,14571,1,140,24,3,30,1,0,1,0,0,0,0,0,0,0,0,0,,1504,1504,12510,0,176,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1768,14577,1,217,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,2061,2061,17074,1,127,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1769,14578,1,338,10,12,54,2,1,5,3,0,0,0,0,0,0,0,0,,2342,2342,19242,0,212,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1770,14582,0,160,16,2,24,2,0,0,0,0,1,0,0,0,0,0,1,,390,390,3517,1,379,24,10,60,2,1,1,1,0,2,3,0,0,1,0,6
1771,14590,1,45,30,2,34,0,0,2,0,0,1,0,0,0,0,0,1,,2308,2308,18977,1,175,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1772,14592,1,140,4,8,44,2,0,1,0,1,0,0,1,0,0,0,1,,2945,2945,24376,1,228,16,2,22,0,0,0,0,0,0,1,0,0,0,0,1
1773,14597,1,284,32,9,68,1,0,1,3,0,2,0,2,1,0,0,5,,1387,1387,11584,1,73,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1774,14607,1,100,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2,,3608,3608,29945,1,149,24,2,28,0,0,1,0,0,1,1,0,0,0,0,2
1775,14618,1,356,8,6,44,1,1,0,0,0,0,0,0,0,0,0,0,,2497,2497,20581,0,63,24,3,38,2,0,0,0,1,0,0,0,0,0,0,0
1776,14630,0,141,12,2,20,0,1,0,0,0,0,0,0,0,0,0,0,,3860,3860,31860,1,234,6,1,6,0,0,0,0,0,0,0,2,0,0,0,2
1777,14631,1,81,2,5,16,0,0,1,0,0,0,0,0,0,0,0,0,,478,478,4360,0,254,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0
1778,14636,1,246,10,4,28,0,0,0,0,1,0,1,0,0,0,0,1,,1408,1408,11727,1,100,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0
1779,14652,1,183,8,6,42,1,0,2,0,0,0,0,0,0,0,0,0,,3294,3294,27161,1,109,28,1,28,0,0,1,0,0,0,0,1,0,0,0,1
1780,14668,1,205,8,2,10,0,0,0,0,0,0,1,0,0,0,0,1,,571,571,5174,0,172,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1781,14680,0,264,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0,,267,267,2324,1,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1782,14684,1,63,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,2914,2914,24049,1,196,18,1,18,1,0,0,0,0,0,0,1,0,0,0,1
1783,14696,1,312,8,7,30,0,0,3,1,1,0,0,0,0,0,0,0,,2269,2269,18647,1,201,32,2,36,0,1,1,0,0,0,0,0,0,0,0,0
1784,14705,1,307,4,3,18,0,0,0,0,0,1,2,0,0,0,0,3,,3275,3275,27004,0,78,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1785,14728,0,256,32,2,40,0,0,1,0,0,0,0,2,0,0,0,2,,1003,1003,8290,0,131,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
1786,14731,0,192,12,4,22,1,0,0,1,1,0,0,0,0,0,0,0,,2840,2840,23524,1,159,10,1,10,0,0,0,0,0,0,2,0,0,0,0,2
1787,14734,1,250,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,,836,836,7009,1,179,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1788,14763,0,31,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,,3544,3544,29441,1,253,14,11,62,4,1,5,1,0,0,0,0,0,0,0,0
1789,14780,1,173,16,2,20,0,0,0,1,0,0,0,0,0,0,1,0,,3219,3219,26516,1,39,8,2,10,0,0,0,0,0,1,0,1,0,0,0,2
1790,14791,1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3423,3423,28343,1,96,10,4,22,0,0,2,0,0,0,1,0,0,0,0,1
1791,14792,1,185,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0,,1131,1131,9548,1,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0
1792,14810,1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0,0,,154,154,1263,1,120,8,5,24,0,0,0,2,0,0,0,0,0,0,0,0
1793,14815,0,74,12,2,18,1,0,0,0,0,2,0,0,0,0,0,2,,1559,1559,12915,1,202,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1794,14816,1,49,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,1566,1566,12982,1,312,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1795,14823,1,239,4,10,32,2,0,3,2,1,0,0,0,0,0,0,0,,818,818,6909,0,214,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1796,14830,1,372,12,7,48,1,1,1,2,1,0,1,0,0,1,0,2,,741,741,6389,0,139,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1797,14835,0,120,16,1,16,0,0,0,0,0,2,0,0,0,0,0,2,,1365,1365,11406,0,397,10,9,50,0,1,2,0,0,3,2,0,0,0,1,5
1798,14836,1,28,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,2622,2622,21770,1,356,2,5,24,0,0,2,0,0,0,0,0,0,0,0,0
1799,14837,1,135,18,2,22,0,0,1,0,0,0,0,0,0,0,0,0,,3519,3519,29201,1,304,10,10,46,2,2,2,2,0,0,0,0,0,0,0,0
1800,14838,1,170,14,2,16,0,0,0,1,0,0,0,0,0,0,0,0,,3963,3963,32669,1,302,4,1,4,0,0,0,0,0,0,1,0,0,0,1,1
1801,14845,1,235,8,1,8,0,0,0,0,0,0,1,0,0,0,0,1,,3603,3603,29901,1,251,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
1802,14859,0,254,14,2,20,0,0,0,0,2,0,0,0,0,0,0,0,,1330,1330,11061,0,313,12,2,20,0,0,1,0,0,0,0,0,0,0,0,0
1803,14864,0,281,16,2,22,0,0,0,0,0,0,0,0,0,0,0,0,,3523,3523,29269,1,189,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1804,14867,1,162,36,6,66,1,0,1,1,1,0,0,0,0,0,0,0,,3446,3446,28558,0,365,14,6,42,0,0,2,1,0,0,1,0,0,0,0,1
1805,14869,0,371,14,5,38,4,1,0,0,0,0,4,0,0,0,0,4,,3701,3701,30783,1,103,18,1,18,0,0,0,1,0,0,0,0,0,0,0,0
1806,14903,1,236,16,3,34,0,0,1,0,1,0,0,0,0,0,0,0,,544,544,4940,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1807,14919,1,203,28,12,62,1,1,3,2,0,0,2,0,0,0,0,2,,2371,2371,19433,0,279,2,2,4,0,0,0,0,0,1,0,1,0,0,0,2
1808,14922,1,369,12,8,52,1,0,2,0,1,0,1,0,0,0,0,1,,3966,3966,32682,0,194,6,2,8,0,0,0,0,0,2,0,0,0,0,0,2
1809,14929,0,193,22,2,24,0,1,0,0,1,1,0,0,0,0,0,1,,1093,1093,9162,1,321,2,7,34,2,1,1,0,0,2,0,1,0,2,0,5
1810,14935,0,242,22,8,44,4,1,1,1,0,2,2,0,0,0,0,4,,12,12,100,0,320,2,3,18,0,0,0,0,0,1,0,0,0,0,1,1
1811,14938,1,126,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3803,3803,31416,1,276,12,2,14,1,0,0,0,0,0,0,1,0,0,0,1
1812,14945,1,150,22,5,34,2,0,3,0,0,0,1,0,0,0,0,1,,627,627,5670,0,173,16,8,44,3,1,1,1,1,1,0,0,0,0,0,1
1813,14948,0,308,26,2,34,1,0,0,0,0,0,0,0,0,0,1,0,,766,766,6596,1,325,16,2,18,0,0,2,0,0,0,0,1,0,0,0,1
1814,14965,1,324,32,7,58,1,0,2,1,0,0,0,2,0,0,0,2,,9,9,81,1,252,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1815,14967,0,24,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,3659,3659,30425,1,99,26,2,32,0,1,0,0,1,1,0,1,0,0,0,2
1816,14978,1,267,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,842,842,7052,0,201,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1817,14981,1,75,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,88,88,712,1,306,10,2,16,0,0,0,0,0,1,0,0,0,0,0,1
1818,14982,1,265,28,8,56,2,0,2,2,1,0,0,0,0,0,0,0,,560,560,5077,1,239,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1819,14983,1,49,28,1,28,0,0,1,0,0,0,0,0,0,0,1,0,,3952,3952,32599,1,314,34,2,38,1,0,1,0,0,0,0,0,0,0,0,0
1820,14995,1,131,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,,2691,2691,22313,1,210,16,2,24,0,0,1,0,1,0,1,0,0,0,0,1
1821,15001,0,324,16,10,44,2,2,2,1,1,0,0,0,0,0,0,0,,1725,1725,14236,0,110,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1822,15014,1,214,14,8,50,2,0,2,0,0,0,1,0,0,0,0,1,,299,299,2660,0,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1823,15024,1,311,20,2,24,0,0,1,0,0,0,1,0,0,0,0,1,,1684,1684,13898,1,167,4,7,26,2,1,1,1,0,1,0,0,0,0,0,1
1824,15025,1,233,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,2468,2468,20289,1,258,16,2,22,0,0,1,0,0,0,1,0,0,0,0,1
1825,15044,1,325,16,2,20,0,0,1,0,0,0,0,0,0,0,0,0,,2744,2744,22731,1,40,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1826,15052,1,458,14,11,54,2,0,3,2,0,1,2,0,0,0,0,3,,287,287,2523,1,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1827,15059,1,250,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,138,138,1149,1,136,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1828,15063,0,155,28,1,28,0,0,0,1,0,0,1,0,0,0,0,1,,1973,1973,16362,0,361,10,12,64,3,1,3,2,1,0,0,0,2,0,0,2
1829,15072,1,174,14,7,34,2,0,2,1,0,0,1,0,0,0,0,1,,262,262,2294,1,121,12,5,32,1,0,0,1,0,0,0,0,0,0,0,0
1830,15091,1,165,34,7,64,0,0,3,1,0,2,0,0,0,0,0,2,,3265,3265,26897,1,139,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1831,15115,1,263,24,9,42,2,1,2,0,0,0,1,0,0,1,0,2,,2906,2906,23974,1,183,16,10,50,1,1,3,1,1,0,2,1,0,0,0,3
1832,15119,1,188,16,2,18,0,1,1,0,0,0,1,0,0,0,0,1,,1865,1865,15391,0,118,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1833,15123,1,185,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,1241,1241,10370,1,300,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1834,15126,1,195,10,2,14,0,0,0,0,0,0,1,0,0,0,0,1,,347,347,3048,0,304,20,2,22,0,0,2,0,0,0,0,0,0,0,0,0
1835,15127,0,187,32,11,88,2,1,2,2,1,0,0,2,2,1,0,5,,2429,2429,19977,0,176,12,2,18,0,0,1,0,0,3,1,0,0,0,0,4
1836,15148,1,261,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,1073,1073,8976,1,324,2,3,18,0,0,0,0,1,0,0,0,0,0,0,0
1837,15150,1,156,14,8,50,2,0,4,0,1,1,1,0,0,0,0,2,,561,561,5083,1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0,0
1838,15155,1,114,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,2003,2003,16612,1,142,10,2,16,0,1,0,0,0,0,0,0,0,0,0,0
1839,15158,1,322,30,2,36,1,0,0,0,0,1,0,0,0,0,0,1,,1421,1421,11826,0,39,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1840,15164,0,69,16,2,20,1,0,0,0,0,0,0,0,0,0,0,0,,2376,2376,19474,1,267,10,6,28,0,1,2,0,0,0,0,0,1,1,0,2
1841,15170,0,61,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1079,1079,9026,1,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1842,15173,0,137,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,1584,1584,13130,0,52,20,3,36,1,0,0,1,0,2,0,1,0,1,0,4
1843,15184,1,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,1543,1543,12779,1,302,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1844,15186,1,93,10,4,18,1,0,1,0,0,0,0,0,0,0,0,0,,3644,3644,30262,1,417,12,8,36,3,1,2,0,0,1,2,0,0,0,0,3
1845,15195,1,156,12,2,20,0,1,0,0,0,0,1,2,0,0,0,3,,790,790,6725,1,118,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1
1846,15200,1,274,12,12,76,2,2,3,0,2,0,0,2,0,0,0,2,,3583,3583,29744,1,91,24,6,56,2,0,1,1,1,0,0,0,0,0,0,0
1847,15204,1,326,26,5,48,0,0,0,1,1,0,0,1,0,0,0,1,,720,720,6249,1,191,20,8,44,3,1,2,0,1,1,0,0,0,0,0,1
1848,15211,0,328,24,3,40,0,0,1,0,0,0,0,0,0,0,0,0,,592,592,5355,1,108,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1849,15218,1,190,34,7,48,2,0,5,0,0,0,1,0,0,0,0,1,,3579,3579,29716,0,271,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1850,15221,0,175,16,1,16,0,0,0,1,0,0,0,1,0,0,0,1,,3428,3428,28376,1,61,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0
1851,15227,1,155,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,547,547,5010,1,157,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1852,15243,1,197,12,2,16,1,0,0,0,0,0,1,2,0,0,0,3,,421,421,3736,1,57,18,2,24,1,0,0,0,0,0,1,0,0,0,0,1
1853,15273,1,122,14,2,20,0,0,1,1,0,0,0,0,0,0,0,0,,189,189,1554,1,128,32,5,48,1,0,1,0,0,0,3,0,0,0,0,3
1854,15277,0,313,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3171,3171,26154,0,62,12,2,20,0,1,0,0,0,0,0,0,0,0,0,0
1855,15293,1,90,6,2,12,0,0,0,0,0,1,0,0,0,0,1,1,,2802,2802,23213,1,223,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1
1856,15296,1,216,14,1,14,0,0,0,0,1,0,0,0,0,0,1,0,,2698,2698,22376,0,193,14,1,14,0,0,0,0,0,0,0,3,0,0,0,3
1857,15307,0,112,8,2,16,0,0,1,0,0,0,0,0,0,0,0,0,,2242,2242,18456,1,279,8,2,14,1,0,0,0,0,2,0,0,0,0,0,2
1858,15336,0,243,6,2,14,0,0,0,1,0,0,0,0,0,0,0,0,,3192,3192,26271,1,84,8,2,14,0,0,0,0,0,3,0,0,0,0,0,3
1859,15337,1,174,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1,,3842,3842,31708,1,297,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1
1860,15351,0,234,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0,,2187,2187,18077,0,44,22,2,26,1,0,0,1,0,0,0,0,0,0,0,0
1861,15355,0,174,4,7,32,0,2,1,0,2,1,1,0,0,0,0,2,,2519,2519,20761,0,124,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1
1862,15365,1,166,10,10,58,2,1,2,2,0,1,1,0,0,0,0,2,,208,208,1799,1,90,10,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1863,15376,1,185,20,4,38,0,1,1,1,0,0,0,0,0,0,0,0,,2791,2791,23100,1,290,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1864,15378,1,357,4,8,28,1,1,2,0,0,0,3,0,0,0,0,3,,3895,3895,32125,1,120,14,4,36,0,0,1,0,1,1,0,0,0,0,0,1
1865,15391,0,118,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,2206,2206,18206,0,190,6,2,14,0,0,1,0,0,0,1,0,0,0,0,1
1866,15393,1,188,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1,,1902,1902,15735,1,259,2,2,6,0,0,0,0,0,0,1,0,0,0,0,1
1867,15395,1,157,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,3949,3949,32579,1,124,12,2,14,1,0,0,0,0,0,0,2,0,0,0,2
1868,15398,1,362,16,11,48,1,0,1,3,0,0,0,0,0,0,0,0,,439,439,3927,1,366,10,12,70,3,0,2,1,0,1,2,0,0,0,0,3
1869,15416,1,219,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,3911,3911,32235,1,365,16,8,48,2,0,3,1,1,0,1,0,0,0,0,1
1870,15429,0,277,12,2,14,1,0,0,0,0,2,0,0,0,0,0,2,,52,52,409,1,233,30,8,54,0,1,2,2,0,2,1,0,0,0,0,3
1871,15432,0,190,26,2,28,0,0,0,1,0,2,1,1,0,0,0,4,,1781,1781,14680,0,264,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0
1872,15439,1,291,16,8,52,2,0,0,2,1,0,1,0,0,0,0,1,,2531,2531,20883,1,190,14,2,22,0,0,0,0,0,0,1,0,0,0,0,1
1873,15468,1,155,2,10,24,0,0,1,0,0,0,0,0,0,0,0,0,,2142,2142,17725,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1874,15474,1,197,32,2,36,0,1,1,0,0,0,1,2,0,1,0,4,,2428,2428,19969,1,138,8,7,48,0,1,2,0,0,0,0,0,0,0,0,0
1875,15482,1,102,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,3045,3045,25245,0,184,12,10,48,3,0,2,2,0,0,0,0,2,0,0,2
1876,15485,1,207,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,474,474,4294,1,422,14,9,38,1,0,3,1,1,1,2,0,0,0,0,3
1877,15490,1,380,22,6,54,2,0,1,1,0,0,0,0,0,0,0,0,,1385,1385,11558,1,281,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1878,15501,1,183,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,,1524,1524,12647,0,266,2,12,46,2,0,2,1,2,0,1,2,0,0,1,3
1879,15514,0,302,30,7,52,1,0,1,2,0,1,0,0,0,0,0,1,,2262,2262,18603,1,227,14,2,20,1,0,1,0,0,1,0,0,0,0,1,1
1880,15523,1,232,6,11,44,3,0,4,1,0,0,0,0,0,0,0,0,,302,302,2676,1,18,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
1881,15535,0,301,14,11,46,3,0,2,3,2,0,0,0,0,0,0,0,,2337,2337,19204,1,191,8,8,26,0,2,3,0,0,0,0,0,0,0,0,0
1882,15536,1,270,16,5,40,1,1,2,0,0,0,0,0,0,0,0,0,,3332,3332,27452,1,241,14,2,20,0,0,1,0,1,0,0,0,0,0,0,0
1883,15544,1,152,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1,,103,103,876,0,176,6,7,20,2,1,1,0,0,0,0,1,0,0,0,1
1884,15562,0,189,14,4,34,0,1,1,0,0,1,1,0,0,0,1,2,,2252,2252,18528,1,417,16,12,52,6,1,1,1,0,0,2,0,0,0,0,2
1885,15563,1,242,10,2,14,0,0,1,0,0,0,2,0,0,0,0,2,,2029,2029,16789,0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0,0
1886,15581,1,410,10,9,60,2,0,3,1,1,0,1,0,0,1,1,2,,1526,1526,12659,0,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1887,15582,0,261,16,2,22,1,0,0,0,0,1,0,0,0,0,0,1,,241,241,2108,0,282,14,2,18,0,0,0,1,0,1,0,0,0,0,0,1
1888,15593,1,151,6,4,24,0,0,1,1,0,1,0,0,0,0,0,1,,2270,2270,18652,1,215,4,1,4,0,0,0,0,0,0,0,0,0,0,1,0
1889,15625,1,36,6,2,12,0,0,0,0,0,1,0,0,0,0,0,1,,2016,2016,16692,1,99,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1890,15633,0,125,4,7,20,0,0,1,2,0,0,0,0,0,0,0,0,,3215,3215,26493,1,274,30,2,38,1,0,0,0,1,0,1,0,0,0,0,1
1891,15640,1,163,6,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,3904,3904,32191,0,280,26,5,52,2,0,0,0,0,0,1,0,0,0,0,1
1892,15659,1,323,26,2,34,0,0,0,0,0,0,0,1,0,0,0,1,,1561,1561,12938,1,311,10,2,16,0,0,0,1,0,0,0,0,0,0,0,0
1893,15687,0,101,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,,1720,1720,14201,1,233,10,9,52,1,1,3,1,0,0,0,0,1,0,0,1
1894,15693,1,64,14,2,16,0,0,0,1,1,0,0,0,0,0,1,0,,586,586,5300,0,354,6,9,30,2,1,1,1,0,1,0,1,0,1,0,3
1895,15694,1,169,12,11,36,3,0,2,2,1,0,0,0,0,0,0,0,,1111,1111,9299,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1896,15699,0,107,4,2,10,0,0,0,0,0,0,0,0,0,0,1,0,,3483,3483,28919,1,90,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1897,15700,1,155,4,9,44,1,1,1,1,0,1,0,0,0,0,0,1,,2480,2480,20408,1,214,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1898,15711,1,327,14,7,52,0,0,1,2,0,1,1,0,0,0,1,2,,3554,3554,29501,1,203,14,2,18,0,1,0,0,1,0,0,0,0,0,0,0
1899,15723,1,183,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,565,565,5115,1,394,14,8,48,3,1,1,0,1,1,1,0,0,0,0,2
1900,15724,1,230,16,1,16,1,0,0,0,0,1,1,1,0,0,0,3,,2360,2360,19357,0,219,22,2,26,1,0,0,0,0,0,1,0,0,0,0,1
1901,15725,0,450,16,11,42,2,2,3,3,1,0,1,1,0,1,0,3,,3747,3747,31127,1,215,32,10,56,4,1,2,0,1,0,0,0,0,0,0,0
1902,15735,1,259,2,2,6,0,0,0,0,0,0,1,0,0,0,0,1,,2708,2708,22428,0,193,14,3,28,2,0,0,1,0,0,0,3,0,0,0,3
1903,15749,1,226,22,3,32,1,1,0,1,0,0,0,0,0,0,0,0,,1531,1531,12689,0,310,6,11,68,2,0,3,2,0,0,0,0,0,0,1,0
1904,15753,1,247,14,12,60,3,0,5,0,2,0,0,0,0,1,0,1,,3649,3649,30302,1,133,8,7,42,0,0,2,1,2,0,0,0,0,1,0,1
1905,15754,1,76,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,2284,2284,18729,1,133,14,2,20,0,1,0,0,0,0,1,0,0,0,0,1
1906,15777,1,352,36,10,60,1,1,7,0,0,0,1,0,0,1,0,2,,363,363,3138,1,145,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1907,15787,0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0,0,,1074,1074,8995,1,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1908,15802,1,271,36,8,82,1,1,4,0,1,0,0,0,0,0,0,0,,2465,2465,20262,1,225,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1909,15803,1,285,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0,,168,168,1392,1,69,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1910,15809,1,306,16,7,34,2,1,1,0,0,0,0,0,0,0,0,0,,320,320,2846,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1911,15812,0,286,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,331,331,2924,0,133,16,3,26,0,1,0,1,1,0,0,0,0,0,0,0
1912,15830,0,221,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,,186,186,1531,0,39,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1913,15847,0,380,12,10,70,4,0,2,2,0,0,0,0,0,0,0,0,,2130,2130,17588,1,132,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1914,15858,0,148,26,2,30,0,0,2,0,0,0,0,0,0,0,0,0,,3976,3976,32756,1,42,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1915,15860,1,211,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,3002,3002,24858,0,434,24,10,44,2,0,3,3,1,0,1,0,2,0,0,3
1916,15868,1,202,30,1,30,0,0,0,0,0,1,0,0,0,0,0,1,,3927,3927,32354,1,115,8,1,8,0,0,0,0,0,0,1,0,0,0,0,1
1917,15874,1,277,6,3,14,0,1,0,0,0,0,0,0,0,0,0,0,,2461,2461,20200,1,418,34,11,64,1,1,2,0,2,0,0,0,0,0,0,0
1918,15891,1,326,4,8,42,0,0,0,2,0,0,0,0,0,1,0,1,,7,7,61,1,190,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1
1919,15894,0,273,6,12,60,2,0,4,1,2,0,0,0,0,1,0,1,,3,3,46,1,138,22,7,56,2,1,2,0,1,0,1,1,0,0,0,2
1920,15896,0,220,24,1,24,0,0,1,0,0,0,0,1,0,0,0,1,,708,708,6177,1,413,30,11,54,2,1,1,0,4,2,1,0,0,0,1,3
1921,15899,1,232,12,3,24,0,2,0,0,0,0,0,0,0,0,0,0,,430,430,3819,1,294,16,3,22,1,1,0,0,0,0,1,0,0,0,0,1
1922,15915,1,222,8,2,12,0,0,0,0,0,1,1,0,0,0,0,2,,239,239,2096,1,120,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1923,15917,1,109,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3729,3729,30996,1,165,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1924,15947,1,235,26,1,26,0,1,0,0,0,0,1,0,0,0,0,1,,690,690,6082,0,307,18,4,28,1,0,1,0,1,1,0,0,0,0,0,1
1925,15950,1,146,6,6,32,0,0,1,0,0,0,0,0,0,0,0,0,,1802,1802,14859,0,254,14,2,20,0,0,0,0,2,0,0,0,0,0,0,0
1926,15964,1,130,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,2059,2059,17036,1,134,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1927,15967,1,132,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1,,2298,2298,18887,1,321,16,7,38,1,2,1,1,0,0,1,0,0,0,0,1
1928,15973,1,91,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0,,1572,1572,13011,1,330,16,3,22,0,0,1,0,1,0,0,0,0,0,0,0
1929,15974,0,152,26,2,30,1,0,1,0,0,1,0,0,0,0,0,1,,3594,3594,29823,0,295,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1930,15989,1,171,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,1399,1399,11654,1,60,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1931,16001,1,92,16,2,22,1,0,0,0,0,0,0,0,0,0,0,0,,1214,1214,10183,1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
